"text	 ",EMO
แล้วเค้าเปลี่ยนไบโอเพจแบบเศร้ามาก โพสล่าสุดก็ดูไม่โอเคมาก ถ้าจะสงสารเค้าก็คงเรื่องที่คนไปวุ่นวายจนเค้าไม่มีความสุขนี่แหละ,sad
ตอนเศร้ามากๆแล้วหลอกให้ตัวเองมีความสุขไม่ได้จะเป็นคนปล่อยให้ตัวเองเศร้าไปเลย ดราม่ามากๆแล้วจะขนลุกตัวเอง แล้วก็จะรีบกลับมาปกติโดยรวดเร็ว,sad
แต่การติ่งมันก็มีความสุขดีอ่ะ ไม่ได้ยึดติดอะไร ยังไงเศร้าที่กดบัตรคอนไม่ได้ ก็ไม่เท่าเศร้าที่รู้ว่าเค้าโกหกไรงี้หรอก55555,sad
จริงๆแล้วก็อิจฉาเขาทั้งคู่นั้นแหละค่ะ มีคนที่ดี คนที่เข้าใจ ดูแลกันและกัน กอดเมื่อเสียใจ กอดเมื่อมีความสุข และอีกมา… https://t.co/kqtbfX9HMW,sad
อย่าใช้เวลาอยู่กับความเสียใจเป็นเวลานานๆ จำไว้ว่าตอนที่เราเอาแต่ฟูมฟาย รักครั้งใหม่ของเค้าอาจมีความสุขแซงหน้าเราไปไกลแล้ว,sad
ตอนนี้รู้สึกเพลียกับชีวิตตัวเองมากๆ มันควรจะมีความสุขมากกว่านี้อ่ะ ก็รู้นะเลือกเส้นทางนี้แล้วต้องยอมรับมันแต่ต้องสตรองเบอร์นี้เลยหรอวะ,sad
บางครั้งกูก็หัวเราะไปงั้นแหละ ยิ้มไปงั้นแหละ จริงๆในใจแม่งเศร้าจะตายห่า เศร้าแบบหมดอาลัยตายอยากมาก แต่ก็เสือกแกล้งว่ามีความสุขต่อหน้าคนอื่นๆ,sad
คิดถึงอดีตจัง  อดีตที่เคยมีความสุขมากกว่านี้ https://t.co/QJc2YpmbKp,sad
ต่อไปไม่มีเราค่อยกวนเเล้วใช้ชีวิตให้มีความสุขนะ,sad
ไม่มีความสุขในการทำงาน,sad
ไม่เคยอึดอัดเท่านี้เลย อยากหนีไปเร็วๆ ไม่มีความสุขเลย??,sad
"บางคนเขาก็ไม่ได้มีความสุขตลอดเวลานะเว้ย
อย่าคิดเเทนกันดิ",sad
ไม่มีความสุขเลยอ่ะ,sad
ไม่อิจฉาคนที่เขามีความรักนะ แต่อิจฉาคนที่เขามีความสุขมากกว่า,sad
ถ้ารู้ว่าตอนนั้นจะมีความสุขมากกว่าตอนนี้ ถ้าเป็นไปได้กูแม่งจะเก็บความทรงจำนั้นไว้ให้มากที่สุดเลยว่ะ,sad
ไมรู้สึกไม่มีความสุขเลยวะ,sad
เคยคบคนที่ negative ตลอด นั่นก็ไม่ดีนี่ก็ไม่พอใจ ไปไหนก็มองแต่ข้อเสียแล้วก็บ่น ชวนให้นึกว่ามากับเรานี่ไม่มีความสุขเลย ไปไหนก็เฟล,sad
อยู่กับเขาแกคงมีความสุขมากกว่าอยู่กับเรา. ??,sad
@KKAILIMx เต็มหน้าเลยคำว่านก ชอบคนหนึ่งแต่เขาไม่ได้ขอบพี่ไง เขาชอบอีกคน แต่ก็คุยมาเรื่อยๆเพราะมีความสุข สรุปเจ็บหนักซวยเลย,sad
@bexiver_99 เห้อมมม ไม่ได้คุยแล้วเหมือนพี่ไม่มีชีวิตชีวา มันไม่มีความสุข มันหงอยๆเศร้าๆ,sad
ชีวิตม.6ตอนนี้แม่งโครตไม่มีความสุขเท่ากับเมื่อก่อนเลยที่เฮฮา ตอนนี้มีแต่ความเครียด ม.6 ต้องเจอขนาดนี้เลย ชอบหรอที่ต้องให้เด็กเครียดขนาดนี้,sad
เราโตพอที่จะเลือกไปทำสิ่งที่ชอบ แม้กระทั่งร้านที่อยากกิน ที่ๆอยากไป ถ้าต้องคอยตามไปกับคนอื่นทั้งที่ตัวเองไม่ชอบก็ไม่มีความสุขป่ะวะ,sad
ยิ่งมีความสุขมากเท่าไหร่ยิ่งรู้สึกว่าเวลามันเหลือน้อยลงทุกที .,sad
"บางความสัมพันธ์ 
เรารู้สึกว่ามันมีความสุข
'แต่อยู่ในรูปแบบของความไม่ชัดเจน'

แล้วสุดท้ายก้อจบลงแบบไม่ชัดเจน.
#ถ้ามีโอกาสจะรักษามันไว้",sad
มีความสุขจริงๆครั้งสุดท้ายตอนไหน,sad
แต่มันก็มีความสุขได้แค่กับตัวเองเท่านั้นแหละ..,sad
"อาการกินไม่ได้ นอนไม่หลับ
แปลว่า ไม่มีความสุข นะค่ะ",sad
ท้อ ทำไมทุกอย่างมันมืดไปหมด กำลังใจไปไหนหมดแล้ว ทำไมอ่อนแอแบบนี้ โลกนี้ทำไมโหดร้ายกับฉันจัง เมื่อไหร่จะให้ฉันมีความสุข,sad
"@renmefr แววขอบคุณค่า////// ฮือ อยากให้เขามีความสุขมากๆค่ะแง;;;
เอปิน่าจะร้องได้นะคะ เธอทำให้ฉันรู้สึกเหมือนตอน 17---- /ไม่",sad
พอมาตอนนี้เมิงต้องทนเจ็บเพื่อเห็นเค้ามีความสุข..,sad
"""การที่เราพยายามที่จะเป็นเสียงอื่น มันก็ไม่มีความสุขเท่ากับการเป็นเสียงตัวเอง"" -จีน กษิดิศ",sad
รอยยิ้มไม่ได้การันตีว่ามีความสุขเสมอไป,sad
อยู่ที่ไหนก็ไม่มีความสุข ตายดีกว่ากู55555555555,sad
เมื่อก่อนเรามีความสุขมากกว่านี้.,sad
"เราเป็นผู้ป่วยโรคซึมเศร้านะ
เวลาเราอยู่กับเพื่อน
เรามีความสุข
เราสนุเรายิ้มได้
แต่พอเราอยู่คนเดียว
เราไม่โอเค
เราเหงาจนเรานั่งร้องไห้คนเดียว",sad
คือถ้ากูไปอยู่ดอย กูอาจจะมีความสุขกว่าอยู่ในเมือง,sad
คิดถึงอดีตจัง  อดีตที่เคยมีความสุขมากกว่านี้ https://t.co/QJc2YpmbKp,sad
ไม่มีความสุขในการทำงาน,sad
"เคยร้องไห้เพราะเขามีความสุขไหม
ก็เพราะความสุขของเขาตอนนั้นไม่ได้มีเราอยู่
#YourName
#movietwit https://t.co/Izog1yI49h",sad
ไม่เคยอึดอัดเท่านี้เลย อยากหนีไปเร็วๆ ไม่มีความสุขเลย??,sad
@luktarncandoit ไม่มีความสุขหรอ,sad
"บางคนเขาก็ไม่ได้มีความสุขตลอดเวลานะเว้ย
อย่าคิดเเทนกันดิ",sad
มองหน้าแม่ เห็นแม่มีความสุข เห็นแม่ยิ้ม หัวเราะ แล้วไม่อยากจะคิดเลยว่าถ้าวันนึงแม่ไม่อยู่แล้ว เราจะอยู่ยังไง,sad
อุตส่าเดินจากสนามหลวงไปเบญจมเพื่อตัดผมเลยนะสัสสสส ทำไมช่างไม่เห็นใจกุบ้างเลย,sad
RT @dangnoi4: สิ่งที่สนามหลวงต้องการตอนนี้แทบจะไม่มีแล้ว มีแต่มากเกินความจำเป็นโดยต้องบังคับแจก แบบรับเถอะ รับหน่อยงี้,sad
RT @DailynewsTwit: กราบถวายบังคมพระบรมศพต่อเนื่อง-ปรับพื้นที่สนามหลวง... อ่านต่อที่ : https://t.co/YpkBre51n0,sad
